日期,时间段,充电量kWh,放电量kWh,时刻,储电量kWh
2025-05-04,0:00-4:00,1379.5467,75.1986,0:00,9292.6702
,4:00-8:00,396.1357,4095.6982,24:00,9144.037
,8:00-12:00,4092.8734,1136.9567,,
,12:00-16:00,2359.1606,0.0,,
,16:00-20:00,0.0,5215.0708,,
,20:00-24:00,8857.5016,3449.8722,,
2025-05-05,0:00-4:00,1869.3509,89.2621,0:00,9144.037
,4:00-8:00,120.0298,5370.1965,24:00,9163.568
,8:00-12:00,6286.4452,2195.4517,,
,12:00-16:00,3014.6396,0.0,,
,16:00-20:00,99.0894,5432.6114,,
,20:00-24:00,8905.406,3333.8187,,
2025-05-06,0:00-4:00,1421.3463,111.8655,0:00,9163.568
,4:00-8:00,598.6329,5724.9629,24:00,8809.6184
,8:00-12:00,3846.6768,2292.2377,,
,12:00-16:00,5987.4858,0.0,,
,16:00-20:00,41.7815,5128.6452,,
,20:00-24:00,8510.4357,3589.9941,,
2025-05-07,0:00-4:00,1936.7063,168.9657,0:00,8809.6184
,4:00-8:00,549.3631,5498.0543,24:00,8456.3479
,8:00-12:00,3328.6376,1874.3324,,
,12:00-16:00,5707.1397,405.1382,,
,16:00-20:00,33.4339,6045.356,,
,20:00-24:00,8101.4639,2248.0599,,
2025-05-08,0:00-4:00,2386.1601,2.0397,0:00,8456.3479
,4:00-8:00,338.9103,5227.4252,24:00,9118.949
,8:00-12:00,2672.3544,1687.2432,,
,12:00-16:00,4979.4462,389.2869,,
,16:00-20:00,1246.9338,4660.0983,,
,20:00-24:00,8527.0736,3759.7771,,
2025-05-09,0:00-4:00,432.5516,1488.7526,0:00,9118.949
,4:00-8:00,298.796,4953.7682,24:00,10008.2765
,8:00-12:00,9090.2162,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,0.0,5411.0486,,
,20:00-24:00,9202.3361,2755.3947,,
2025-05-10,0:00-4:00,707.486,2193.0633,0:00,10008.2765
,4:00-8:00,73.3092,5177.2948,24:00,10168.5032
,8:00-12:00,9198.1049,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,44.6495,5454.2041,,
,20:00-24:00,9300.9364,2684.0676,,
2025-05-11,0:00-4:00,781.4793,64.865,0:00,10168.5032
,4:00-8:00,42.796,4912.3669,24:00,10800.0
,8:00-12:00,2039.4297,1668.5185,,
,12:00-16:00,6070.8843,248.6365,,
,16:00-20:00,303.9128,4765.6516,,
,20:00-24:00,10296.2887,3594.795,,
2025-05-12,0:00-4:00,149.7507,121.2981,0:00,10800.0
,4:00-8:00,303.8208,3798.7405,24:00,10800.0
,8:00-12:00,5293.3096,734.9351,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,6.4909,4735.3593,,
,20:00-24:00,10161.8571,3501.0026,,
2025-05-13,0:00-4:00,0.0,0.0,0:00,10800.0
,4:00-8:00,108.5286,4400.7496,24:00,10710.2331
,8:00-12:00,3956.5352,1768.5276,,
,12:00-16:00,3551.3278,0.0,,
,16:00-20:00,6.3928,4791.9076,,
,20:00-24:00,10276.8275,3618.291,,
2025-05-14,0:00-4:00,99.741,12.8974,0:00,10710.2331
,4:00-8:00,60.9182,4796.2439,24:00,10800.0
,8:00-12:00,4838.578,1252.5625,,
,12:00-16:00,2584.0887,0.0,,
,16:00-20:00,0.0,4570.8872,,
,20:00-24:00,9891.6126,3441.319,,
2025-05-15,0:00-4:00,34.9326,28.2954,0:00,10800.0
,4:00-8:00,64.4808,5073.7261,24:00,10800.0
,8:00-12:00,5929.9176,1220.5277,,
,12:00-16:00,1844.8644,55.5491,,
,16:00-20:00,389.5176,4905.0055,,
,20:00-24:00,9572.331,3164.0919,,
2025-05-16,0:00-4:00,198.5283,2555.8724,0:00,10800.0
,4:00-8:00,594.2702,4736.4889,24:00,10633.9724
,8:00-12:00,8210.1167,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,0.0,5362.2114,,
,20:00-24:00,9757.1676,2690.5193,,
2025-05-17,0:00-4:00,298.1755,2904.3546,0:00,10633.9724
,4:00-8:00,789.5528,4723.0608,24:00,10629.7637
,8:00-12:00,8513.309,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,63.9585,5720.4457,,
,20:00-24:00,10162.4234,2716.1363,,
2025-05-18,0:00-4:00,228.4074,47.6287,0:00,10629.7637
,4:00-8:00,19.5449,4631.9749,24:00,10800.0
,8:00-12:00,5917.037,1769.7176,,
,12:00-16:00,1986.2871,0.0,,
,16:00-20:00,0.0,4439.3429,,
,20:00-24:00,9784.7727,3486.323,,
2025-05-19,0:00-4:00,0.0,0.0,0:00,10800.0
,4:00-8:00,0.0,4779.6656,24:00,10577.359
,8:00-12:00,4201.6609,1195.3417,,
,12:00-16:00,3174.8914,0.0,,
,16:00-20:00,0.0,4641.973,,
,20:00-24:00,10171.6425,3797.4343,,
2025-05-20,0:00-4:00,259.4087,9.7442,0:00,10577.359
,4:00-8:00,0.0,4385.4404,24:00,10601.9272
,8:00-12:00,5188.1295,1254.7628,,
,12:00-16:00,1862.743,162.2575,,
,16:00-20:00,136.3994,4805.7756,,
,20:00-24:00,10018.5971,3506.783,,
2025-05-21,0:00-4:00,309.111,72.1143,0:00,10601.9272
,4:00-8:00,0.0,3795.9144,24:00,10596.4707
,8:00-12:00,4142.3411,1073.0184,,
,12:00-16:00,1868.6869,659.8625,,
,16:00-20:00,815.6832,4666.1691,,
,20:00-24:00,9941.7149,3570.6372,,
2025-05-22,0:00-4:00,238.575,10.0694,0:00,10596.4707
,4:00-8:00,24.813,4242.803,24:00,10800.0
,8:00-12:00,4674.9556,1242.0174,,
,12:00-16:00,2071.6147,0.0,,
,16:00-20:00,108.9037,4720.2757,,
,20:00-24:00,10374.5637,3771.3328,,
2025-05-23,0:00-4:00,60.3649,3570.7107,0:00,10800.0
,4:00-8:00,639.142,4721.3476,24:00,10686.8964
,8:00-12:00,9537.602,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,0.0,5643.6533,,
,20:00-24:00,10206.9632,2725.7802,,
2025-05-24,0:00-4:00,210.2314,3339.9696,0:00,10686.8964
,4:00-8:00,691.268,4679.9677,24:00,10800.0
,8:00-12:00,9125.3284,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,0.0,5222.7095,,
,20:00-24:00,9715.533,2646.8722,,
2025-05-25,0:00-4:00,7.2788,5.8958,0:00,10800.0
,4:00-8:00,0.0,3988.2776,24:00,10572.6296
,8:00-12:00,5617.9526,969.3857,,
,12:00-16:00,502.6194,0.0,,
,16:00-20:00,238.4661,4845.6747,,
,20:00-24:00,10103.8454,3736.2309,,
2025-05-26,0:00-4:00,284.6892,25.9649,0:00,10572.6296
,4:00-8:00,50.5265,5178.3383,24:00,10187.551
,8:00-12:00,1347.7078,1718.2854,,
,12:00-16:00,4624.0168,168.285,,
,16:00-20:00,653.4559,4723.1881,,
,20:00-24:00,10012.9189,2280.8943,,
2025-05-27,0:00-4:00,688.6994,6.6424,0:00,10187.551
,4:00-8:00,48.5315,3942.8824,24:00,10747.0516
,8:00-12:00,5015.7435,1257.6461,,
,12:00-16:00,1356.1306,0.0,,
,16:00-20:00,39.6152,4737.6994,,
,20:00-24:00,10085.4655,3511.2696,,
2025-05-28,0:00-4:00,142.1199,87.727,0:00,10747.0516
,4:00-8:00,25.0166,5114.3675,24:00,10800.0
,8:00-12:00,1528.907,1535.1502,,
,12:00-16:00,6680.3742,0.0,,
,16:00-20:00,0.0,4670.0393,,
,20:00-24:00,10211.8611,3601.5682,,
2025-05-29,0:00-4:00,90.7315,73.4925,0:00,10800.0
,4:00-8:00,112.7007,4922.1911,24:00,10439.4915
,8:00-12:00,1705.5334,2013.0113,,
,12:00-16:00,6743.7443,0.0,,
,16:00-20:00,9.5636,4755.4603,,
,20:00-24:00,9971.6012,3653.7409,,
2025-05-30,0:00-4:00,404.0958,3300.5723,0:00,10439.4915
,4:00-8:00,442.3314,4782.6915,24:00,10764.8349
,8:00-12:00,9533.4757,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,84.5681,5616.3355,,
,20:00-24:00,10054.0282,2627.5761,,
2025-05-31,0:00-4:00,77.1396,3515.4711,0:00,10764.8349
,4:00-8:00,471.1732,5125.448,24:00,10800.0
,8:00-12:00,10158.561,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,111.2443,5686.3932,,
,20:00-24:00,10164.4936,2636.9546,,
2025-06-01,0:00-4:00,30.6116,1000.4723,0:00,10800.0
,4:00-8:00,316.7302,4997.5576,24:00,9228.3265
,8:00-12:00,2.0422,2923.317,,
,12:00-16:00,1574.7538,1277.2048,,
,16:00-20:00,0.0,0.0,,
,20:00-24:00,8926.1553,4.692,,
2025-06-02,0:00-4:00,856.2061,970.4202,0:00,9228.3265
,4:00-8:00,1067.1261,5080.3276,24:00,8553.5495
,8:00-12:00,5452.7155,2732.6452,,
,12:00-16:00,4194.1152,2430.6725,,
,16:00-20:00,6.5965,5388.6035,,
,20:00-24:00,8277.6664,86.7152,,
2025-06-03,0:00-4:00,1624.6652,752.9643,0:00,8553.5495
,4:00-8:00,1077.1163,5637.743,24:00,8303.495
,8:00-12:00,897.3261,2415.9302,,
,12:00-16:00,4271.4521,1314.8706,,
,16:00-20:00,0.0,2871.8397,,
,20:00-24:00,7939.7394,38.0435,,
2025-06-04,0:00-4:00,1995.5733,988.3723,0:00,8303.495
,4:00-8:00,883.8154,5197.2414,24:00,7419.0803
,8:00-12:00,2348.992,2535.8082,,
,12:00-16:00,3609.5967,2403.1897,,
,16:00-20:00,0.0,2427.2956,,
,20:00-24:00,7035.7209,101.7617,,
2025-06-05,0:00-4:00,2831.5813,823.9603,0:00,7419.0803
,4:00-8:00,998.7307,5533.9628,24:00,6309.7896
,8:00-12:00,3922.5928,2341.8019,,
,12:00-16:00,3681.4237,2800.2798,,
,16:00-20:00,3.6581,3361.9367,,
,20:00-24:00,5970.128,236.9931,,
2025-06-06,0:00-4:00,207.512,1346.8048,0:00,6309.7896
,4:00-8:00,57.9075,3445.6927,24:00,5283.041
,8:00-12:00,7886.4976,0.0,,
,12:00-16:00,2753.8691,480.9383,,
,16:00-20:00,0.0,8159.0617,,
,20:00-24:00,4992.997,369.5907,,
2025-06-07,0:00-4:00,133.9047,994.1877,0:00,5283.041
,4:00-8:00,164.5175,2901.3577,24:00,4300.878
,8:00-12:00,5790.3617,0.0,,
,12:00-16:00,4850.4858,71.537,,
,16:00-20:00,0.0,8568.463,,
,20:00-24:00,3882.4042,353.9572,,
2025-06-08,0:00-4:00,7126.8175,0.0,0:00,4300.878
,4:00-8:00,152.4686,3287.2106,24:00,5426.6338
,8:00-12:00,5344.3628,1088.7352,,
,12:00-16:00,814.476,659.7256,,
,16:00-20:00,0.0,4787.9707,,
,20:00-24:00,4069.4024,3344.2748,,
2025-06-09,0:00-4:00,5738.5699,39.0629,0:00,5426.6338
,4:00-8:00,439.9648,4503.8673,24:00,6367.4793
,8:00-12:00,4360.4065,2798.006,,
,12:00-16:00,5688.3358,967.1287,,
,16:00-20:00,29.5363,4865.4473,,
,20:00-24:00,5434.5322,3549.7168,,
2025-06-10,0:00-4:00,4740.5517,24.5147,0:00,6367.4793
,4:00-8:00,672.0606,3336.6523,24:00,7237.5865
,8:00-12:00,5225.7722,3557.8918,,
,12:00-16:00,4327.7336,1310.1252,,
,16:00-20:00,354.8103,4861.5003,,
,20:00-24:00,6189.5055,3549.6707,,
2025-06-11,0:00-4:00,3973.256,12.1652,0:00,7237.5865
,4:00-8:00,4.7696,4705.1897,24:00,7733.4323
,8:00-12:00,4987.522,3938.6737,,
,12:00-16:00,6537.4077,2141.5612,,
,16:00-20:00,394.3797,5126.6763,,
,20:00-24:00,7264.8502,2390.8426,,
2025-06-12,0:00-4:00,3437.4454,62.9528,0:00,7733.4323
,4:00-8:00,491.9236,3407.1731,24:00,8765.4952
,8:00-12:00,5127.1741,3107.5908,,
,12:00-16:00,4801.1829,2339.8816,,
,16:00-20:00,456.2244,4778.5839,,
,20:00-24:00,7768.0454,3261.3779,,
2025-06-13,0:00-4:00,1045.6296,1121.2589,0:00,8765.4952
,4:00-8:00,158.5443,5193.72,24:00,9820.7751
,8:00-12:00,6111.0618,13.8598,,
,12:00-16:00,2758.7062,0.0,,
,16:00-20:00,225.8449,5068.6468,,
,20:00-24:00,8882.2991,3190.2523,,
2025-06-14,0:00-4:00,489.557,715.2014,0:00,9820.7751
,4:00-8:00,277.3634,4791.3813,24:00,10286.6643
,8:00-12:00,7119.3575,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,216.2361,4983.6767,,
,20:00-24:00,9337.2696,3216.665,,
2025-06-15,0:00-4:00,570.373,0.0,0:00,10286.6643
,4:00-8:00,0.0,4752.3208,24:00,10362.0492
,8:00-12:00,3577.7603,3771.9055,,
,12:00-16:00,6214.2582,1737.1671,,
,16:00-20:00,957.0877,4497.7054,,
,20:00-24:00,10208.212,2610.4847,,
2025-06-16,0:00-4:00,554.8218,55.2499,0:00,10362.0492
,4:00-8:00,178.4981,4173.1263,24:00,10800.0
,8:00-12:00,5196.5744,3804.8519,,
,12:00-16:00,6272.6501,1725.2893,,
,16:00-20:00,331.6199,4631.1271,,
,20:00-24:00,9856.9594,3353.01,,
2025-06-17,0:00-4:00,93.8614,76.0277,0:00,10800.0
,4:00-8:00,128.857,3558.234,24:00,10446.7073
,8:00-12:00,4949.6767,3186.7043,,
,12:00-16:00,5539.122,3199.2642,,
,16:00-20:00,1222.8283,4682.5647,,
,20:00-24:00,10197.643,3542.079,,
2025-06-18,0:00-4:00,394.2666,1.3925,0:00,10446.7073
,4:00-8:00,1398.2671,2084.9219,24:00,10800.0
,8:00-12:00,4509.2929,2700.2018,,
,12:00-16:00,1003.1427,812.5456,,
,16:00-20:00,0.0,4558.9988,,
,20:00-24:00,9941.1129,3493.3027,,
2025-06-19,0:00-4:00,58.1239,47.0803,0:00,10800.0
,4:00-8:00,458.6506,3675.8638,24:00,10800.0
,8:00-12:00,5531.5196,3358.6902,,
,12:00-16:00,3560.2577,701.2926,,
,16:00-20:00,0.0,4800.2325,,
,20:00-24:00,10110.4604,3389.2404,,
2025-06-20,0:00-4:00,229.7698,2203.0073,0:00,10800.0
,4:00-8:00,509.6979,4983.4143,24:00,10800.0
,8:00-12:00,8132.6577,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,100.4755,4886.2221,,
,20:00-24:00,9696.5353,3049.3566,,
2025-06-21,0:00-4:00,209.2249,2844.3902,0:00,10800.0
,4:00-8:00,252.6738,5322.746,24:00,10800.0
,8:00-12:00,9620.9855,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,150.9449,4915.2439,,
,20:00-24:00,9694.141,3059.2756,,
2025-06-22,0:00-4:00,289.1868,234.2413,0:00,10800.0
,4:00-8:00,521.7031,2860.035,24:00,10800.0
,8:00-12:00,5523.5988,2036.6595,,
,12:00-16:00,2181.7692,1767.233,,
,16:00-20:00,0.0,4851.8382,,
,20:00-24:00,10204.9539,3414.1745,,
2025-06-23,0:00-4:00,53.635,43.4443,0:00,10800.0
,4:00-8:00,1326.152,2979.889,24:00,10800.0
,8:00-12:00,5692.8736,2705.5218,,
,12:00-16:00,2183.3007,1768.4736,,
,16:00-20:00,0.0,4638.8597,,
,20:00-24:00,9939.507,3412.141,,
2025-06-24,0:00-4:00,214.5591,173.7929,0:00,10800.0
,4:00-8:00,136.1861,3444.8503,24:00,10800.0
,8:00-12:00,4832.2491,5305.4605,,
,12:00-16:00,7670.1913,1486.9767,,
,16:00-20:00,61.5706,4747.5358,,
,20:00-24:00,9824.2324,3259.9647,,
2025-06-25,0:00-4:00,31.6813,25.6618,0:00,10800.0
,4:00-8:00,428.9129,3699.6561,24:00,10800.0
,8:00-12:00,4605.4703,3888.0602,,
,12:00-16:00,5974.3069,1329.3226,,
,16:00-20:00,0.0,4697.5562,,
,20:00-24:00,10014.6039,3414.2729,,
2025-06-26,0:00-4:00,65.1366,52.7606,0:00,10800.0
,4:00-8:00,155.7737,3916.6862,24:00,10800.0
,8:00-12:00,4897.0211,3957.0765,,
,12:00-16:00,5369.3103,568.1425,,
,16:00-20:00,0.0,4746.2275,,
,20:00-24:00,10080.791,3419.2132,,
2025-06-27,0:00-4:00,158.4459,3139.1277,0:00,10800.0
,4:00-8:00,187.4553,5192.8624,24:00,10800.0
,8:00-12:00,9940.5063,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,84.0251,5251.1703,,
,20:00-24:00,10169.8793,3054.4923,,
2025-06-28,0:00-4:00,189.57,2577.2244,0:00,10800.0
,4:00-8:00,103.238,5304.3971,24:00,10800.0
,8:00-12:00,9214.6855,0.0,,
,12:00-16:00,222.9035,25.4549,,
,16:00-20:00,373.0135,5261.4984,,
,20:00-24:00,9959.5663,3082.4363,,
2025-06-29,0:00-4:00,116.234,94.1495,0:00,10800.0
,4:00-8:00,105.8202,5139.3291,24:00,10800.0
,8:00-12:00,5692.9616,3586.3853,,
,12:00-16:00,5500.1385,426.4111,,
,16:00-20:00,265.9602,4901.3992,,
,20:00-24:00,10031.4215,3439.4799,,
2025-06-30,0:00-4:00,113.0447,91.5662,0:00,10800.0
,4:00-8:00,65.6711,5474.979,24:00,10800.0
,8:00-12:00,4910.3096,3218.2146,,
,12:00-16:00,6506.773,736.1813,,
,16:00-20:00,170.0504,4830.3197,,
,20:00-24:00,9959.3341,3246.1373,,
2025-07-01,0:00-4:00,0.0,1557.1122,0:00,10800.0
,4:00-8:00,1079.6289,2385.0358,24:00,9265.6128
,8:00-12:00,5291.4255,3911.5468,,
,12:00-16:00,4393.5955,865.6717,,
,16:00-20:00,67.2371,5331.6956,,
,20:00-24:00,8970.7651,3370.0347,,
2025-07-02,0:00-4:00,782.1047,1803.73,0:00,9265.6128
,4:00-8:00,1424.103,3902.8515,24:00,8591.0251
,8:00-12:00,5806.2682,2375.83,,
,12:00-16:00,3865.136,157.5057,,
,16:00-20:00,39.8677,5583.8554,,
,20:00-24:00,8406.1284,3245.4788,,
2025-07-03,0:00-4:00,1421.297,1964.5432,0:00,8591.0251
,4:00-8:00,1433.3974,3958.5484,24:00,8212.2898
,8:00-12:00,4400.1852,3041.1335,,
,12:00-16:00,6841.5833,1706.3362,,
,16:00-20:00,27.1204,6189.4128,,
,20:00-24:00,7928.7684,1343.2926,,
2025-07-04,0:00-4:00,0.0,3434.3321,0:00,8212.2898
,4:00-8:00,191.0062,2876.7288,24:00,7041.0911
,8:00-12:00,10475.6605,0.0,,
,12:00-16:00,0.0,55.7681,,
,16:00-20:00,62.5233,6774.8523,,
,20:00-24:00,6724.7805,2050.1137,,
2025-07-05,0:00-4:00,0.0,2045.8979,0:00,7041.0911
,4:00-8:00,137.8431,3211.0841,24:00,5904.2952
,8:00-12:00,10528.8235,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,0.9693,7306.3992,,
,20:00-24:00,5699.7723,1717.3359,,
2025-07-06,0:00-4:00,4328.6935,1263.1057,0:00,5904.2952
,4:00-8:00,1164.0895,4638.0396,24:00,4671.5972
,8:00-12:00,5371.5718,2786.2104,,
,12:00-16:00,6730.1278,2511.6733,,
,16:00-20:00,121.3744,6309.9246,,
,20:00-24:00,4446.8623,1552.2772,,
2025-07-07,0:00-4:00,5293.5565,1667.2384,0:00,4671.5972
,4:00-8:00,2146.1774,3619.4719,24:00,3656.9037
,8:00-12:00,5645.3108,2282.6208,,
,12:00-16:00,3330.6142,211.79,,
,16:00-20:00,85.7656,5526.2722,,
,20:00-24:00,3253.51,3607.3276,,
2025-07-08,0:00-4:00,7295.7582,127.7017,0:00,3656.9037
,4:00-8:00,1729.2879,3378.1148,24:00,4838.5638
,8:00-12:00,5386.9964,3046.3534,,
,12:00-16:00,2683.1515,915.2105,,
,16:00-20:00,297.1951,4916.6205,,
,20:00-24:00,3525.0084,3495.5969,,
2025-07-09,0:00-4:00,6505.3296,71.2414,0:00,4838.5638
,4:00-8:00,247.8636,5025.3145,24:00,6220.7439
,8:00-12:00,6106.8671,2358.8981,,
,12:00-16:00,4041.64,869.6306,,
,16:00-20:00,57.209,4737.0186,,
,20:00-24:00,4777.0439,3300.0568,,
2025-07-10,0:00-4:00,5118.1728,24.3894,0:00,6220.7439
,4:00-8:00,1089.1155,3281.4186,24:00,7299.1414
,8:00-12:00,5854.0718,2650.8787,,
,12:00-16:00,1099.8116,628.0765,,
,16:00-20:00,59.2421,4860.0476,,
,20:00-24:00,6381.7031,3462.346,,
2025-07-11,0:00-4:00,992.0246,59.875,0:00,7299.1414
,4:00-8:00,265.6132,5685.238,24:00,8448.2602
,8:00-12:00,8046.6884,0.0,,
,12:00-16:00,1678.2487,0.0,,
,16:00-20:00,33.7885,4566.2824,,
,20:00-24:00,7210.9171,3418.4949,,
2025-07-12,0:00-4:00,650.7487,138.5448,0:00,8448.2602
,4:00-8:00,243.9153,5727.6843,24:00,9131.1989
,8:00-12:00,8960.6384,0.0,,
,12:00-16:00,4.8839,11.6701,,
,16:00-20:00,78.0806,4774.3157,,
,20:00-24:00,8373.0455,3565.3032,,
2025-07-13,0:00-4:00,1874.8823,16.7337,0:00,9131.1989
,4:00-8:00,309.0269,3420.5205,24:00,10313.6819
,8:00-12:00,5860.444,2273.9651,,
,12:00-16:00,1307.2795,361.6822,,
,16:00-20:00,0.0,4676.2866,,
,20:00-24:00,9280.1711,3278.3383,,
2025-07-14,0:00-4:00,540.3535,13.7629,0:00,10313.6819
,4:00-8:00,73.4199,4550.0753,24:00,10446.4751
,8:00-12:00,5462.4196,2004.4407,,
,12:00-16:00,2700.7138,103.3294,,
,16:00-20:00,130.0066,4948.1451,,
,20:00-24:00,9799.0838,3412.5906,,
2025-07-15,0:00-4:00,544.7074,171.6519,0:00,10446.4751
,4:00-8:00,648.5085,3857.8472,24:00,10800.0
,8:00-12:00,6093.2222,1581.6237,,
,12:00-16:00,648.1311,497.7058,,
,16:00-20:00,6.4748,4760.4113,,
,20:00-24:00,9708.5077,3108.7244,,
2025-07-16,0:00-4:00,66.2652,53.6748,0:00,10800.0
,4:00-8:00,128.768,4833.7438,24:00,10800.0
,8:00-12:00,6488.9878,1555.8184,,
,12:00-16:00,1660.3115,503.9543,,
,16:00-20:00,311.8596,4741.7057,,
,20:00-24:00,10020.7326,3439.4121,,
2025-07-17,0:00-4:00,177.0669,179.5312,0:00,10800.0
,4:00-8:00,399.4996,4684.2974,24:00,10800.0
,8:00-12:00,5971.6938,2836.7979,,
,12:00-16:00,3766.9043,654.6568,,
,16:00-20:00,164.9098,4630.4321,,
,20:00-24:00,9732.8573,3386.7593,,
2025-07-18,0:00-4:00,248.8265,1516.2667,0:00,10800.0
,4:00-8:00,146.007,5540.2771,24:00,10800.0
,8:00-12:00,8020.0002,0.0,,
,12:00-16:00,296.9487,63.0397,,
,16:00-20:00,167.8261,4678.0284,,
,20:00-24:00,9993.2542,3489.407,,
2025-07-19,0:00-4:00,116.6827,1789.4602,0:00,10800.0
,4:00-8:00,484.8067,5607.6854,24:00,10773.6574
,8:00-12:00,8530.7891,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,54.9615,4675.6648,,
,20:00-24:00,10090.0035,3565.4652,,
2025-07-20,0:00-4:00,41.1751,9.6435,0:00,10773.6574
,4:00-8:00,192.9925,5254.9697,24:00,10800.0
,8:00-12:00,4659.0147,2008.6769,,
,12:00-16:00,4538.1008,342.3408,,
,16:00-20:00,20.3369,4514.9109,,
,20:00-24:00,9734.2264,3386.2854,,
2025-07-21,0:00-4:00,84.6535,68.5693,0:00,10800.0
,4:00-8:00,28.9108,5092.7614,24:00,10800.0
,8:00-12:00,5933.4447,2550.7887,,
,12:00-16:00,4034.12,485.1009,,
,16:00-20:00,74.596,4563.8629,,
,20:00-24:00,9621.6108,3258.5586,,
2025-07-22,0:00-4:00,116.4173,94.298,0:00,10800.0
,4:00-8:00,128.3646,5382.2017,24:00,10800.0
,8:00-12:00,5235.2922,1890.5945,,
,12:00-16:00,5013.7265,1132.8843,,
,16:00-20:00,69.2907,4653.34,,
,20:00-24:00,10010.3355,3511.1572,,
2025-07-23,0:00-4:00,176.6305,143.0707,0:00,10800.0
,4:00-8:00,0.0,5592.8116,24:00,10800.0
,8:00-12:00,5651.0806,2520.5251,,
,12:00-16:00,5449.8373,878.4068,,
,16:00-20:00,6.4375,4824.5366,,
,20:00-24:00,9941.2117,3233.0592,,
2025-07-24,0:00-4:00,55.6324,45.0622,0:00,10800.0
,4:00-8:00,347.401,4518.3185,24:00,10800.0
,8:00-12:00,5876.7997,1501.8966,,
,12:00-16:00,2727.1405,1286.0923,,
,16:00-20:00,236.6011,4859.1278,,
,20:00-24:00,9794.6275,3210.4464,,
2025-07-25,0:00-4:00,142.8005,1854.9747,0:00,10800.0
,4:00-8:00,156.5411,6158.0527,24:00,10800.0
,8:00-12:00,9593.2849,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,2.904,4717.4272,,
,20:00-24:00,10140.5989,3498.8101,,
2025-07-26,0:00-4:00,351.1856,2193.3493,0:00,10800.0
,4:00-8:00,331.8938,6337.5121,24:00,10800.0
,8:00-12:00,9848.8482,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,3.2092,4588.9707,,
,20:00-24:00,10055.5103,3558.5921,,
2025-07-27,0:00-4:00,170.6906,138.2593,0:00,10800.0
,4:00-8:00,57.1303,5554.2199,24:00,10800.0
,8:00-12:00,5679.8798,3132.0556,,
,12:00-16:00,6009.8275,828.6629,,
,16:00-20:00,69.1605,4801.002,,
,20:00-24:00,9879.4373,3257.3623,,
2025-07-28,0:00-4:00,74.5135,60.3559,0:00,10800.0
,4:00-8:00,231.9556,4790.8606,24:00,10800.0
,8:00-12:00,5052.8818,3529.4589,,
,12:00-16:00,5948.0186,778.2939,,
,16:00-20:00,96.7205,4607.7624,,
,20:00-24:00,9760.1911,3376.3359,,
2025-07-29,0:00-4:00,163.699,132.5962,0:00,10800.0
,4:00-8:00,135.0076,4452.4294,24:00,10800.0
,8:00-12:00,4262.1724,3208.6015,,
,12:00-16:00,5978.2676,743.0817,,
,16:00-20:00,77.1426,4812.4727,,
,20:00-24:00,9955.7891,3314.202,,
2025-07-30,0:00-4:00,61.0742,49.4701,0:00,10800.0
,4:00-8:00,23.8167,4649.2235,24:00,10800.0
,8:00-12:00,5305.471,3243.9754,,
,12:00-16:00,4786.5976,300.6682,,
,16:00-20:00,0.0,4453.3801,,
,20:00-24:00,9672.0673,3380.9944,,
2025-07-31,0:00-4:00,86.0243,69.6797,0:00,10800.0
,4:00-8:00,71.2877,4923.0302,24:00,10781.2688
,8:00-12:00,5413.5081,3194.3921,,
,12:00-16:00,5748.3316,981.4109,,
,16:00-20:00,46.9893,4815.4115,,
,20:00-24:00,10207.3959,3507.4985,,
2025-08-01,0:00-4:00,271.7981,1822.2976,0:00,10781.2688
,4:00-8:00,406.8242,5966.5076,24:00,10800.0
,8:00-12:00,8957.999,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,27.3736,4783.5194,,
,20:00-24:00,10197.4451,3498.5838,,
2025-08-02,0:00-4:00,278.8278,1701.8699,0:00,10800.0
,4:00-8:00,357.0685,5914.4668,24:00,10800.0
,8:00-12:00,8766.9885,0.0,,
,12:00-16:00,0.0,35.2277,,
,16:00-20:00,87.5635,4616.0936,,
,20:00-24:00,10009.1131,3526.9869,,
2025-08-03,0:00-4:00,1.3003,1.0532,0:00,10800.0
,4:00-8:00,758.9497,3586.5916,24:00,10463.7294
,8:00-12:00,5132.3037,1185.3237,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,0.0,4899.7752,,
,20:00-24:00,9939.6787,3454.0081,,
