日期,时刻,时段序号,购电量kWh,购电功率kW,电价元每kWh,小区负载kW,光伏实际功率kW,储电量期初kWh,储电量期末kWh,实际充电量kWh,实际放电量kWh,计划充电量kWh,计划放电量kWh
2025-06-21,8:40-8:50,52,0.0,0.0,1.061,3030.9974,4479.895,2848.4679,3065.8025,241.4829,0.0,0.0,0.0
2025-06-21,8:50-9:00,53,0.0,0.0,1.043,3289.939,4668.5166,3065.8025,3272.5892,229.7629,0.0,-0.0,0.0
2025-06-21,9:00-9:10,54,0.0,0.0,1.036,3650.62,4746.075,3272.5892,3436.9074,182.5758,0.0,-0.0,0.0
2025-06-21,9:10-9:20,55,0.0,0.0,1.0147,3785.9011,4746.9534,3436.9074,3581.0652,160.1754,0.0,0.0,0.0
2025-06-21,9:20-9:30,56,0.0,0.0,0.9922,3849.6183,5139.4381,3581.0652,3774.5382,214.97,0.0,-0.0,0.0
2025-06-21,9:30-9:40,57,0.0,0.0,0.97,3824.6,5794.3125,3774.5382,4069.9951,328.2854,0.0,-0.0,0.0
2025-06-21,9:40-9:50,58,0.0,0.0,0.9422,3582.3586,6109.068,4069.9951,4449.0015,421.1182,0.0,-0.0,0.0
2025-06-21,9:50-10:00,59,0.0,0.0,0.9569,3687.9447,6385.1018,4449.0015,4853.5751,449.5262,0.0,260.7308,0.0
2025-06-21,10:00-10:10,60,0.0,0.0,0.9977,4000.14,6643.5375,4853.5751,5250.0847,440.5663,0.0,347.249,0.0
2025-06-21,10:10-10:20,61,0.0,0.0,0.9919,3826.1041,6589.8893,5250.0847,5664.6525,460.6309,0.0,359.8922,0.0
2025-06-21,10:20-10:30,62,0.0,0.0,0.9588,3761.4976,6695.6004,5664.6525,6104.7679,489.0171,0.0,434.4559,0.0
2025-06-21,10:30-10:40,63,0.0,0.0,0.9549,3901.91,7000.9875,6104.7679,6569.6295,516.5129,0.0,509.243,0.0
2025-06-21,10:40-10:50,64,0.0,0.0,0.9839,3726.7535,7093.8409,6569.6295,7074.6926,561.1812,0.0,492.6578,0.0
2025-06-21,10:50-11:00,65,0.0,0.0,0.799,3565.5609,7243.1188,7074.6926,7626.3263,612.9263,0.0,427.9526,0.0
2025-06-21,11:00-11:10,66,0.0,0.0,0.5025,3679.21,7400.1,7626.3263,8184.4598,620.1483,0.0,366.3625,0.0
2025-06-21,11:10-11:20,67,0.0,0.0,0.4662,3945.6166,7306.5816,8184.4598,8688.6046,560.1608,0.0,333.369,0.0
2025-06-21,11:20-11:30,68,0.0,0.0,0.5007,3900.6403,7782.8954,8688.6046,9270.9428,647.0425,0.0,354.136,0.0
2025-06-21,11:30-11:40,69,0.0,0.0,0.4827,3645.76,8490.225,9270.9428,9997.6126,807.4108,0.0,385.2039,0.0
2025-06-21,11:40-11:50,70,0.0,0.0,0.4785,3705.1427,8180.7164,9997.6126,10668.9486,745.929,0.0,352.706,0.0
2025-06-21,11:50-12:00,71,0.0,0.0,0.4662,3724.3133,7677.6706,10668.9486,10800.0,145.6126,0.0,331.7173,0.0
2025-06-21,12:00-12:10,72,0.0,0.0,0.4432,3631.08,7665.1125,10800.0,10800.0,0.0,0.0,326.858,0.0
2025-06-21,12:10-12:20,73,0.0,0.0,0.4411,3735.5415,8044.2631,10800.0,10800.0,0.0,0.0,279.3669,0.0
2025-06-21,12:20-12:30,74,0.0,0.0,0.4551,3852.2352,8300.9755,10800.0,10800.0,0.0,0.0,304.0143,0.0
2025-06-21,12:30-12:40,75,0.0,0.0,0.4463,3928.56,8383.0125,10800.0,10800.0,0.0,0.0,407.092,0.0
2025-06-21,12:40-12:50,76,0.0,0.0,0.4113,4059.9044,8605.7877,10800.0,10800.0,0.0,0.0,467.5165,0.0
2025-06-21,12:50-13:00,77,0.0,0.0,0.5682,3912.5928,8542.7209,10800.0,10800.0,0.0,0.0,467.1404,0.0
2025-06-21,13:00-13:10,78,0.0,0.0,0.8279,3688.01,8049.6,10800.0,10800.0,0.0,0.0,420.2861,0.0
2025-06-21,13:10-13:20,79,0.0,0.0,0.8636,3910.4683,7493.4162,10800.0,10800.0,0.0,0.0,354.4042,0.0
2025-06-21,13:20-13:30,80,0.0,0.0,0.8416,3862.6154,7354.9231,10800.0,10800.0,0.0,0.0,325.9161,0.0
2025-06-21,13:30-13:40,81,0.0,0.0,0.8618,3589.29,7340.8875,10800.0,10800.0,0.0,0.0,322.7936,0.0
2025-06-21,13:40-13:50,82,0.0,0.0,0.8623,3849.2221,6714.7449,10800.0,10800.0,0.0,0.0,284.622,0.0
2025-06-21,13:50-14:00,83,0.0,0.0,0.9026,3978.2382,6127.755,10800.0,10800.0,0.0,0.0,257.6278,0.0
2025-06-21,14:00-14:10,84,0.0,0.0,0.9754,3861.85,5956.2,10800.0,10800.0,0.0,0.0,261.7965,0.0
2025-06-21,14:10-14:20,85,0.0,0.0,1.0002,4047.8905,5941.7978,10800.0,10800.0,0.0,0.0,266.9682,0.0
2025-06-21,14:20-14:30,86,0.0,0.0,0.9978,4095.2281,5827.294,10800.0,10800.0,0.0,0.0,257.6007,0.0
2025-06-21,14:30-14:40,87,0.0,0.0,1.0271,4007.39,5738.1375,10800.0,10800.0,0.0,0.0,228.4704,0.0
2025-06-21,14:40-14:50,88,0.0,0.0,1.0906,4227.0513,5964.2607,10800.0,10800.0,0.0,0.0,182.5876,0.0
2025-06-21,14:50-15:00,89,0.0,0.0,0.9376,4182.4486,5979.2451,10800.0,10800.0,0.0,0.0,131.4687,0.0
2025-06-21,15:00-15:10,90,0.0,0.0,0.6694,3879.68,5680.4625,10800.0,10800.0,0.0,0.0,85.6091,0.0
2025-06-21,15:10-15:20,91,0.0,0.0,0.66,3916.2335,5457.1539,10800.0,10800.0,0.0,0.0,51.1169,0.0
2025-06-21,15:20-15:30,92,0.0,0.0,0.7217,3924.3398,5153.0688,10800.0,10800.0,0.0,0.0,27.7348,0.0
2025-06-21,15:30-15:40,93,12.1975,73.185,0.7308,3875.5,4811.1,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-06-21,15:40-15:50,94,93.3911,560.3465,0.7534,4137.0155,4680.9532,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-06-21,15:50-16:00,95,130.9482,785.6894,0.7823,4317.2602,4481.2341,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-06-21,16:00-16:10,96,139.1066,834.6398,0.8055,4217.43,4055.4,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-06-21,16:10-16:20,97,206.7151,1240.2905,0.8271,4034.2858,3562.8565,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-06-21,16:20-16:30,98,222.2499,1333.4993,0.8519,3980.7146,3361.4888,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-06-21,16:30-16:40,99,215.3786,1292.2717,0.8791,4042.02,3406.575,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-06-21,16:40-16:50,100,318.87,1913.2201,0.9024,3983.774,3291.2298,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-06-21,16:50-17:00,101,320.9257,1925.5541,0.9163,3621.8931,2964.175,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-06-21,17:00-17:10,102,234.0914,1404.5483,0.9264,3240.3,2623.6125,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-06-21,17:10-17:20,103,290.4972,1742.983,0.9462,3335.0072,2479.2426,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-06-21,17:20-17:30,104,357.1575,2142.945,0.9742,3462.6248,2185.8548,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-06-21,17:30-17:40,105,364.7315,2188.389,0.9862,3484.27,1750.4625,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-06-21,17:40-17:50,106,384.3604,2306.1625,0.976,3649.2081,1528.3871,10800.0,10800.0,0.0,0.0,-0.0,0.0
2025-06-21,17:50-18:00,107,416.1614,2496.9687,1.0742,3604.3529,1310.4274,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-06-21,18:00-18:10,108,451.7126,2710.2757,1.2313,3349.51,1034.1,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-06-21,18:10-18:20,109,0.0,0.0,1.2561,3274.4828,860.3286,10800.0,10352.9344,0.0,402.359,0.0,490.9437
2025-06-21,18:20-18:30,110,524.0572,3144.343,1.2447,3297.0032,677.2547,10352.9344,10431.6236,87.4324,0.0,0.0,0.0
2025-06-21,18:30-18:40,111,192.555,1155.3299,1.2545,3342.79,452.7,10431.6236,10110.3717,0.0,289.1267,0.0,361.9448
2025-06-21,18:40-18:50,112,593.6416,3561.8496,1.2522,3456.8314,276.0564,10110.3717,10167.5329,63.5124,0.0,0.0,0.0
2025-06-21,18:50-19:00,113,0.0,0.0,1.2881,3634.5648,121.8367,10167.5329,9517.0277,0.0,585.4547,0.0,622.5654
2025-06-21,19:00-19:10,114,0.0,0.0,1.3466,3852.72,7.7625,9517.0277,8804.9985,0.0,640.8262,0.0,642.0103
2025-06-21,19:10-19:20,115,0.0,0.0,1.3523,4004.9442,0.0,8804.9985,8063.3422,0.0,667.4907,0.0,666.2212
2025-06-21,19:20-19:30,116,0.0,0.0,1.3445,3706.7434,3.2619,8063.3422,7377.5123,0.0,617.2469,0.0,669.6824
2025-06-21,19:30-19:40,117,0.0,0.0,1.3483,3293.48,0.0,7377.5123,6767.6086,0.0,548.9133,0.0,645.134
2025-06-21,19:40-19:50,118,0.0,0.0,1.349,3492.5254,0.0,6767.6086,6120.8446,0.0,582.0876,0.0,624.6877
2025-06-21,19:50-20:00,119,0.0,0.0,1.3473,3490.6667,0.2342,6120.8446,5474.4682,0.0,581.7387,0.0,607.397
2025-06-21,20:00-20:10,120,0.0,0.0,1.3482,3189.62,0.0,5474.4682,4883.7979,0.0,531.6033,0.0,613.7145
2025-06-21,20:10-20:20,121,0.0,0.0,1.3513,3348.2366,0.0,4883.7979,4263.754,0.0,558.0394,0.0,666.738
2025-06-21,20:20-20:30,122,0.0,0.0,1.34,3725.2052,0.0168,4263.754,3573.9043,0.0,620.8647,0.0,680.9203
2025-06-21,20:30-20:40,123,0.0,0.0,1.3489,3960.13,0.0,3573.9043,2840.5469,0.0,660.0217,0.0,659.855
2025-06-21,20:40-20:50,124,0.0,0.0,1.3952,3881.8245,0.0,2840.5469,2121.6905,0.0,646.9707,0.0,688.1857
2025-06-21,20:50-21:00,125,710.208,4261.2481,1.2226,3513.6729,0.0012,2121.6905,2233.827,124.5961,0.0,0.0,-0.0
2025-06-21,21:00-21:10,126,685.7847,4114.7085,0.9332,3160.32,0.0,2233.827,2376.9853,159.0647,0.0,0.0,0.0
2025-06-21,21:10-21:20,127,632.4517,3794.7101,0.9068,3214.7106,0.0,2376.9853,2463.9852,96.6666,0.0,-0.0,0.0
2025-06-21,21:20-21:30,128,589.8886,3539.3317,0.9371,3489.1029,0.0,2463.9852,2471.5195,8.3715,0.0,0.0,0.0
2025-06-21,21:30-21:40,129,584.9515,3509.709,0.9371,3713.49,0.0,2471.5195,2433.7823,0.0,33.9635,0.0,0.0
2025-06-21,21:40-21:50,130,611.4291,3668.5745,0.9871,3715.4477,0.0,2433.7823,2425.1021,0.0,7.8122,0.0,0.0
2025-06-21,21:50-22:00,131,605.6088,3633.6529,0.7764,3460.6768,0.0,2425.1021,2451.0485,28.8293,0.0,0.0,-0.0
2025-06-21,22:00-22:10,132,1405.1353,8430.812,0.4209,3169.68,0.0,2451.0485,3201.0485,833.3333,0.0,833.3333,0.0
2025-06-21,22:10-22:20,133,1404.0606,8424.3637,0.3859,3161.2424,0.0,3201.0485,3951.0485,833.3333,0.0,833.3333,0.0
2025-06-21,22:20-22:30,134,1229.8464,7379.0784,0.4368,3268.4465,0.0,3951.0485,4567.6433,685.1053,0.0,666.6667,0.0
2025-06-21,22:30-22:40,135,1391.6166,8349.6995,0.4198,3317.19,0.0,4567.6433,5317.6433,833.3333,0.0,833.3333,0.0
2025-06-21,22:40-22:50,136,1441.102,8646.6121,0.4186,3281.0391,0.0,5317.6433,6067.6433,833.3333,0.0,833.3333,0.0
2025-06-21,22:50-23:00,137,1472.7705,8836.6232,0.4241,3250.7574,0.0,6067.6433,6817.6433,833.3333,0.0,833.3333,0.0
2025-06-21,23:00-23:10,138,1439.3986,8636.3915,0.4237,3190.39,0.0,6817.6433,7567.6433,833.3333,0.0,833.3333,0.0
2025-06-21,23:10-23:20,139,1366.817,8200.9019,0.4248,2998.9363,0.0,7567.6433,8317.6433,833.3333,0.0,833.3333,0.0
2025-06-21,23:20-23:30,140,1341.8116,8050.8694,0.424,2920.9743,0.0,8317.6433,9067.6433,833.3333,0.0,833.3333,0.0
2025-06-21,23:30-23:40,141,1370.9228,8225.537,0.422,2989.3,0.0,9067.6433,9817.6433,833.3333,0.0,833.3333,0.0
2025-06-21,23:40-23:50,142,1392.1548,8352.9288,0.424,3024.571,0.0,9817.6433,10567.6433,833.3333,0.0,833.3333,0.0
2025-06-21,23:50-0:00+1,143,1445.4521,8672.7124,0.4271,3193.3141,0.0,10567.6433,10800.0,258.1741,0.0,833.3333,0.0
2025-06-21,0:00+1-0:10+1,144,1520.9748,9125.849,0.4276,3636.14,0.0,10800.0,10800.0,0.0,0.0,833.3333,0.0
2025-09-23,0:10-0:20,1,689.0005,4134.0031,0.4248,3421.106,0.0,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-09-23,0:20-0:30,2,700.0703,4200.4218,0.4245,3361.9091,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,0:30-0:40,3,656.488,3938.928,0.4269,3388.6,0.0,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-09-23,0:40-0:50,4,618.062,3708.3723,0.4272,3591.0535,0.0,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-09-23,0:50-1:00,5,601.42,3608.52,0.4271,3639.0639,0.0,10800.0,10794.3437,0.0,5.0907,0.0,0.0
2025-09-23,1:00-1:10,6,604.5445,3627.267,0.4285,3538.62,0.0,10794.3437,10800.0,6.2848,0.0,0.0,-0.0
2025-09-23,1:10-1:20,7,615.5166,3693.0997,0.4311,3584.1201,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,1:20-1:30,8,612.0677,3672.4064,0.4302,3479.83,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,1:30-1:40,9,598.9795,3593.877,0.4279,3316.08,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,1:40-1:50,10,604.9917,3629.9502,0.4312,3504.3201,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,1:50-2:00,11,634.9013,3809.4079,0.4333,3611.1697,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,2:00-2:10,12,652.3597,3914.1585,0.4311,3543.64,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,2:10-2:20,13,616.128,3696.768,0.4293,3627.3783,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,2:20-2:30,14,601.3094,3607.8562,0.4324,3646.7973,0.0,10800.0,10792.7887,0.0,6.4902,0.0,0.0
2025-09-23,2:30-2:40,15,634.2962,3805.7775,0.4367,3569.92,0.0,10792.7887,10800.0,8.0126,0.0,0.0,0.0
2025-09-23,2:40-2:50,16,664.9447,3989.6682,0.4348,3591.0744,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,2:50-3:00,17,652.7369,3916.4216,0.4335,3523.6786,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,3:00-3:10,18,629.895,3779.37,0.4357,3402.03,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,3:10-3:20,19,659.1967,3955.18,0.4374,3470.8796,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,3:20-3:30,20,653.2011,3919.2067,0.4371,3546.3118,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,3:30-3:40,21,610.253,3661.518,0.4356,3521.1,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,3:40-3:50,22,619.9144,3719.4866,0.4353,3493.0415,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,3:50-4:00,23,642.5004,3855.0024,0.436,3616.52,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,4:00-4:10,24,656.9237,3941.5425,0.4378,3738.77,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,4:10-4:20,25,680.3269,4081.9613,0.4401,3573.138,0.0019,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,4:20-4:30,26,676.3554,4058.1325,0.4389,3548.8256,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,4:30-4:40,27,655.641,3933.846,0.4364,3696.43,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,4:40-4:50,28,664.9774,3989.8642,0.4393,3629.4046,0.0268,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,4:50-5:00,29,655.095,3930.5699,0.4422,3602.4949,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,5:00-5:10,30,620.9298,3725.5785,0.4395,3708.74,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,5:10-5:20,31,614.3364,3686.0184,0.4333,3751.3647,0.3731,10800.0,10787.9679,0.0,10.8289,0.0,0.0
2025-09-23,5:20-5:30,32,637.9939,3827.9633,0.4439,3689.4488,0.0,10787.9679,10800.0,13.369,0.0,0.0,0.0
2025-09-23,5:30-5:40,33,651.707,3910.242,0.4301,3557.68,0.0,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,5:40-5:50,34,626.8947,3761.3681,0.3713,3509.0644,5.1961,10800.0,10800.0,0.0,0.0,-0.0,0.0
2025-09-23,5:50-6:00,35,691.9703,4151.8217,0.5708,4001.4806,0.0,10800.0,10800.0,0.0,0.0,0.0,-0.0
2025-09-23,6:00-6:10,36,0.0,0.0,0.9099,4743.74,0.0,10800.0,9921.5296,0.0,790.6233,0.0,808.6024
2025-09-23,6:10-6:20,37,0.0,0.0,0.9368,4911.4158,148.7833,9921.5296,9039.5606,0.0,793.7721,0.0,797.2246
2025-09-23,6:20-6:30,38,0.0,0.0,0.8758,4831.9735,376.0146,9039.5606,8214.3831,0.0,742.6598,0.0,732.5952
2025-09-23,6:30-6:40,39,0.0,0.0,0.8759,4792.2,649.3875,8214.3831,7447.1956,0.0,690.4688,0.0,681.7116
2025-09-23,6:40-6:50,40,0.0,0.0,0.8601,4757.3085,973.8044,7447.1956,6746.5467,0.0,630.584,0.0,637.7653
2025-09-23,6:50-7:00,41,0.0,0.0,0.8442,4755.1526,1245.8597,6746.5467,6096.6776,0.0,584.8822,0.0,593.2017
2025-09-23,7:00-7:10,42,0.0,0.0,0.8334,4789.05,1511.775,6096.6776,5489.7748,0.0,546.2125,0.0,541.0256
2025-09-23,7:10-7:20,43,0.0,0.0,0.8092,4816.282,1907.945,5489.7748,4951.1939,0.0,484.7228,0.0,481.3191
2025-09-23,7:20-7:30,44,0.0,0.0,0.7972,4786.2179,2234.3678,4951.1939,4478.6291,0.0,425.3083,0.0,440.1714
2025-09-23,7:30-7:40,45,267.6507,1605.9043,0.7644,4660.51,2492.5875,4478.6291,4374.5516,0.0,93.6697,0.0,124.372
2025-09-23,7:40-7:50,46,306.3814,1838.2885,0.6899,4606.8822,2894.0726,4374.5516,4393.3735,20.9132,0.0,0.0,0.0
2025-09-23,7:50-8:00,47,0.0,0.0,0.86,5489.8417,3343.4604,4393.3735,3995.8954,0.0,357.7302,0.0,353.5573
2025-09-23,8:00-8:10,48,0.0,0.0,1.1617,6701.06,3753.1125,3995.8954,3449.9792,0.0,491.3246,0.0,479.8894
2025-09-23,8:10-8:20,49,0.0,0.0,1.1683,6664.9869,4119.6249,3449.9792,2978.6159,0.0,424.227,0.0,445.7562
2025-09-23,8:20-8:30,50,0.0,0.0,1.0956,6469.7028,4427.9049,2978.6159,2600.5052,0.0,340.2996,0.0,361.7197
2025-09-23,8:30-8:40,51,0.0,0.0,1.0849,6635.97,4698.6375,2600.5052,2241.7399,0.0,322.8888,0.0,310.2671
2025-09-23,8:40-8:50,52,0.0,0.0,1.061,6600.0815,4997.093,2241.7399,1944.8902,0.0,267.1648,0.0,259.1043
2025-09-23,8:50-9:00,53,0.0,0.0,1.043,6462.4233,5400.3214,1944.8902,1748.2046,0.0,177.017,0.0,192.9897
2025-09-23,9:00-9:10,54,0.0,0.0,1.036,6427.57,5807.85,1748.2046,1633.4417,0.0,103.2867,0.0,139.0918
2025-09-23,9:10-9:20,55,0.0,0.0,1.0147,6551.7343,6020.5511,1633.4417,1535.0744,0.0,88.5305,0.0,133.8149
2025-09-23,9:20-9:30,56,0.0,0.0,0.9922,6611.8297,6159.4673,1535.0744,1451.3036,0.0,75.3937,0.0,105.9108
2025-09-23,9:30-9:40,57,0.0,0.0,0.97,6584.42,6306.2625,1451.3036,1399.793,0.0,46.3596,0.0,19.9097
2025-09-23,9:40-9:50,58,0.0,0.0,0.9422,6627.8893,6423.4053,1399.793,1361.9256,0.0,34.0807,82.3997,0.0
2025-09-23,9:50-10:00,59,0.0,0.0,0.9569,6567.1756,6483.305,1361.9256,1346.394,0.0,13.9784,108.3639,0.0
2025-09-23,10:00-10:10,60,0.0,0.0,0.9977,6455.96,6487.7625,1346.394,1351.1643,5.3004,0.0,84.805,0.0
2025-09-23,10:10-10:20,61,0.0,0.0,0.9919,6527.0912,6506.7574,1351.1643,1347.3988,0.0,3.389,128.8794,0.0
2025-09-23,10:20-10:30,62,0.0,0.0,0.9588,6488.4499,6763.9313,1347.3988,1388.721,45.9136,0.0,193.8162,0.0
2025-09-23,10:30-10:40,63,0.0,0.0,0.9549,6336.11,7139.7,1388.721,1509.2595,133.9317,0.0,207.0058,0.0
2025-09-23,10:40-10:50,64,0.0,0.0,0.9839,6376.9432,7257.6775,1509.2595,1641.3697,146.7891,0.0,149.6245,0.0
2025-09-23,10:50-11:00,65,0.0,0.0,0.799,6473.6947,7240.5731,1641.3697,1756.4014,127.8131,0.0,144.6292,0.0
2025-09-23,11:00-11:10,66,0.0,0.0,0.5025,6470.56,7359.675,1756.4014,1889.7687,148.1858,0.0,190.7141,0.0
2025-09-23,11:10-11:20,67,660.0703,3960.4218,0.4662,6357.1346,7784.7849,1889.7687,2639.7687,833.3333,0.0,833.3333,0.0
2025-09-23,11:20-11:30,68,156.6493,939.896,0.5007,6310.6975,8209.6886,2639.7687,3065.6017,473.1478,0.0,315.5246,0.0
2025-09-23,11:30-11:40,69,655.0416,3930.2495,0.4827,6431.52,8399.7375,3065.6017,3815.6017,833.3333,0.0,833.3333,0.0
2025-09-23,11:40-11:50,70,646.0008,3876.005,0.4785,6604.0357,8379.679,3815.6017,4565.6017,833.3333,0.0,833.3333,0.0
2025-09-23,11:50-12:00,71,656.9018,3941.4109,0.4662,6371.5522,8435.4109,4565.6017,5315.6017,833.3333,0.0,833.3333,0.0
2025-09-23,12:00-12:10,72,627.7958,3766.775,0.4432,5893.69,8613.5625,5315.6017,6065.6017,833.3333,0.0,833.3333,0.0
2025-09-23,12:10-12:20,73,504.9626,3029.7757,0.4411,5815.5593,8690.3915,6065.6017,6815.6017,833.3333,0.0,833.3333,0.0
2025-09-23,12:20-12:30,74,487.831,2926.9859,0.4551,5929.8452,8581.2694,6815.6017,7565.6017,833.3333,0.0,833.3333,0.0
2025-09-23,12:30-12:40,75,576.6591,3459.9545,0.4463,5958.43,8484.4875,7565.6017,8315.6017,833.3333,0.0,833.3333,0.0
2025-09-23,12:40-12:50,76,577.1101,3462.6604,0.4113,5882.5546,8645.3297,8315.6017,9065.6017,833.3333,0.0,833.3333,0.0
2025-09-23,12:50-13:00,77,0.0,0.0,0.5682,6091.5912,8546.664,9065.6017,9433.8627,409.1788,0.0,268.4157,0.0
2025-09-23,13:00-13:10,78,0.0,0.0,0.8279,6408.53,8135.1375,9433.8627,9692.8538,287.7679,0.0,238.4541,0.0
2025-09-23,13:10-13:20,79,0.0,0.0,0.8636,6253.4833,7884.9488,9692.8538,9937.5736,271.9109,0.0,204.2724,0.0
2025-09-23,13:20-13:30,80,0.0,0.0,0.8416,6080.4251,7754.0988,9937.5736,10188.6247,278.9456,0.0,206.0652,0.0
2025-09-23,13:30-13:40,81,0.0,0.0,0.8618,6115.63,7607.2875,10188.6247,10412.3733,248.6096,0.0,208.8747,0.0
2025-09-23,13:40-13:50,82,0.0,0.0,0.8623,6161.9414,7394.5585,10412.3733,10597.2659,205.4362,0.0,141.5558,0.0
2025-09-23,13:50-14:00,83,0.0,0.0,0.9026,6291.8498,7228.1769,10597.2659,10737.7149,156.0545,0.0,83.792,0.0
2025-09-23,14:00-14:10,84,0.0,0.0,0.9754,6409.53,7094.9625,10737.7149,10800.0,69.2056,0.0,79.3249,0.0
2025-09-23,14:10-14:20,85,0.0,0.0,1.0002,6298.6605,6838.0168,10800.0,10800.0,0.0,0.0,88.7299,0.0
2025-09-23,14:20-14:30,86,0.0,0.0,0.9978,6212.8259,6393.4647,10800.0,10800.0,0.0,0.0,41.4195,0.0
2025-09-23,14:30-14:40,87,0.0,0.0,1.0271,6236.6,5854.05,10800.0,10729.1574,0.0,63.7583,0.0,57.8077
2025-09-23,14:40-14:50,88,0.0,0.0,1.0906,6217.1274,5393.4146,10729.1574,10576.618,0.0,137.2855,0.0,136.5419
2025-09-23,14:50-15:00,89,0.0,0.0,0.9376,6206.2876,4990.8009,10576.618,10351.5279,0.0,202.5811,0.0,182.0402
2025-09-23,15:00-15:10,90,212.8648,1277.1885,0.6694,6262.68,4761.6375,10351.5279,10310.0734,0.0,37.309,0.0,0.0
2025-09-23,15:10-15:20,91,722.5777,4335.4665,0.66,6377.3851,4842.082,10310.0734,10730.0979,466.6939,0.0,464.6787,0.0
2025-09-23,15:20-15:30,92,324.5887,1947.5324,0.7217,6461.0017,4734.2965,10730.0979,10763.222,36.8045,0.0,0.0,0.0
2025-09-23,15:30-15:40,93,396.8563,2381.1375,0.7308,6382.45,4417.2375,10763.222,10800.0,40.8644,0.0,0.0,0.0
2025-09-23,15:40-15:50,94,439.744,2638.4638,0.7534,6120.1976,4306.354,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,15:50-16:00,95,419.1649,2514.9896,0.7823,6153.6297,4035.9346,10800.0,10800.0,0.0,0.0,0.0,0.0
2025-09-23,16:00-16:10,96,401.8831,2411.2988,0.8055,6505.17,3543.675,10800.0,10698.1118,0.0,91.6994,0.0,0.0
2025-09-23,16:10-16:20,97,496.6252,2979.7514,0.8271,6704.9712,3168.3753,10698.1118,10594.9925,0.0,92.8074,0.0,-0.0
2025-09-23,16:20-16:30,98,584.0205,3504.1229,0.8519,6651.3841,2836.5022,10594.9925,10537.4445,0.0,51.7932,0.0,-0.0
2025-09-23,16:30-16:40,99,618.387,3710.322,0.8791,6512.95,2503.5375,10537.4445,10482.0574,0.0,49.8484,0.0,-0.0
2025-09-23,16:40-16:50,100,671.9023,4031.4138,0.9024,6516.7553,2218.6701,10482.0574,10432.6738,0.0,44.4452,0.0,-0.0
2025-09-23,16:50-17:00,101,759.2503,4555.5017,0.9163,6452.5286,1863.5925,10432.6738,10426.4822,0.0,5.5724,0.0,-0.0
2025-09-23,17:00-17:10,102,841.4446,5048.6678,0.9264,6349.71,1465.3875,10426.4822,10451.134,27.3909,0.0,0.0,-0.0
2025-09-23,17:10-17:20,103,870.3586,5222.1517,0.9462,6441.2731,1178.7512,10451.134,10443.658,0.0,6.7284,0.0,-0.0
2025-09-23,17:20-17:30,104,910.132,5460.7919,0.9742,6397.9351,917.9154,10443.658,10440.0973,0.0,3.2046,-0.0,0.0
